,TZ2013,Area,diss,Zones,BY5Origins,BY5Destina,PTODOrigin,PTODDestin,jobs_total,selected_centers
1028,3217,1729759.02988,0,3217.0,0.0,1184.71,44.0027,1365.09,675.4558520040058,False
1029,3218,816205.131568,0,3218.0,431.852,8.50463,930.221,23.2235,5.372145488101603,False
1030,3219,2505511.8703,0,3219.0,151.225,96.1233,184.356,32.1897,50.80330409268992,False
1031,3220,288811.768662,0,3220.0,797.684,166.292,1135.01,428.28,121.9716875918384,False
1032,3221,4213516.87914,0,3221.0,159.766,0.0,186.805,0.0,0.0,False
1033,3222,2190586.97675,0,3222.0,330.993,346.037,334.497,347.266,230.16186193886554,False
1034,3223,1651370.36574,0,3223.0,7954.16,1251.49,9633.27,1422.35,900.0827293226484,True
1035,3224,1268552.67577,0,3224.0,3655.53,807.593,3068.28,2414.7,607.4380079224134,False
1036,3225,1237318.55575,0,3225.0,619.403,0.082237,808.75,61.4061,0.0,False
1037,3226,1149220.88742,0,3226.0,5237.9,466.221,5514.38,1251.96,369.8750021997788,False
1038,3227,1099672.72684,0,3227.0,3831.78,820.36,4612.74,1003.06,586.7414593522003,False
1039,3228,913884.466063,0,3228.0,0.0,0.0,314.307,1953.83,0.0,False
1040,3229,877590.661709,0,3229.0,1749.04,8.361,2318.11,8.07494,5.372145488101603,False
1041,3230,748458.928024,0,3230.0,547.286,5.48949,2124.99,4014.42,4.2566327773325146,False
1042,3231,1249501.4015,0,3231.0,2159.72,147.536,3078.81,2330.32,111.00010818526872,False
1043,3232,889994.042739,0,3232.0,312.462,68.5601,1107.39,638.038,53.80392601367579,False
1044,3233,949372.060775,0,3233.0,453.044,1.25448,1152.75,1763.94,0.8216244176033701,False
1045,3234,1104311.66463,0,3234.0,1423.8,1217.02,1854.47,383.532,571.4816137618232,False
1046,3235,715440.699195,0,3235.0,906.962,33.0247,1089.26,33.3205,27.36804221939829,False
1047,3236,1306353.07153,0,3236.0,2635.7,938.462,3627.67,642.038,554.8675426337269,False
1048,3237,1641216.04743,0,3237.0,0.0,465.909,296.912,2614.09,277.8806945127659,False
1049,3238,719148.412092,0,3238.0,0.0,0.0,0.0,0.0,0.0,False
1050,3239,1652073.41449,0,3239.0,140.607,214.647,162.637,208.877,139.96259597417023,False
1051,3240,4722125.76872,0,3240.0,0.0,0.131518,2069.66,2545.66,0.0,False
1052,3241,744198.419565,0,3241.0,272.229,5889.48,314.843,5922.72,3362.2141043574766,True
1053,3242,264456.008287,0,3242.0,0.0,0.089058,0.0,0.090016,0.0,False
1054,3243,252661.59573,0,3243.0,0.0,0.0,141.741,237.004,0.0,False
1055,3410,1636869.00961,0,3410.0,768.859,226.946,840.732,227.019,186.0943729243376,False
1056,3411,150486.22319,0,3411.0,1151.63,0.0,852.334,280.266,0.0,False
1057,3412,671381.384269,0,3412.0,3541.42,2462.93,6218.31,1502.86,1189.8089429754136,True
1058,3413,166267.47763,0,3413.0,583.005,172.124,854.922,169.13,116.38185255876984,False
1059,3414,3373479.8944,0,3414.0,610.326,4.69509,624.626,0.0,5.884283632377624,False
1060,3415,1688710.67362,0,3415.0,0.0,0.0,8359.33,2790.74,0.0,False
1061,3416,217012.157588,0,3416.0,877.293,1895.62,1409.38,324.47,695.9432186729598,False
1062,3417,390602.133523,0,3417.0,515.297,1671.09,941.092,1848.79,788.8282819751156,False
1063,3418,273976.392565,0,3418.0,3283.82,69.5749,3223.08,610.247,54.06142809046206,False
1064,3419,239489.557253,0,3419.0,2153.51,17.8827,2650.03,379.151,16.241392722607483,False
1065,3420,213758.401177,0,3420.0,938.316,2.75477,1080.69,2.78607,1.3793807729879142,False
1066,3421,264844.017136,0,3421.0,939.369,1516.26,1147.46,256.286,603.8026970737578,False
1067,3422,193435.351017,0,3422.0,744.342,78.1112,1090.2,356.066,71.59691641323055,False
1068,3435,156902.722139,0,3435.0,1147.17,0.0,849.031,279.183,0.0,False
1069,3436,408240.844671,0,3436.0,793.021,32.9575,1279.06,476.012,29.984659061491012,False
1070,3437,221209.843426,0,3437.0,1011.63,151.193,1513.51,156.94,119.54662687084758,False
1071,3438,139833.874344,0,3438.0,1339.41,2.63474,1669.66,5.49772,2.9072722352914924,False
1072,3439,427715.803158,0,3439.0,2179.96,68.0953,1999.73,385.561,57.58813957758004,False
1073,3440,350060.223267,0,3440.0,2625.59,35.1868,2746.06,492.802,28.455125164639277,False
1074,3441,347587.244615,0,3441.0,1565.51,1629.98,2577.55,615.609,786.2435804548379,False
1075,3442,216990.016003,0,3442.0,491.732,172.715,919.971,768.438,108.9174375456581,False
1076,3443,126646.804232,0,3443.0,726.965,7.2307,1148.69,241.465,7.431005974809785,False
1077,3444,372056.91041,0,3444.0,2245.95,4.36159,2062.13,327.124,3.435008359729145,False
1078,3445,139083.427238,0,3445.0,924.081,0.0,954.969,0.0,0.0,False
1079,3446,124998.60854,0,3446.0,1460.73,0.0,1081.1,355.481,0.0,False
1080,3447,98516.2987286,0,3447.0,756.17,0.0,781.443,0.0,0.0,False
1081,3448,105172.233083,0,3448.0,0.0,0.0,0.0,0.0,0.0,False
1082,3449,76689.7954529,0,3449.0,536.611,0.0,554.541,0.0,0.0,False
1083,3450,90724.5480397,0,3450.0,941.425,0.0,972.89,0.0,0.0,False
1084,3451,110119.511087,0,3451.0,812.704,0.0,839.861,0.0,0.0,False
1085,3452,59020.1674482,0,3452.0,0.0,0.0,0.0,0.0,0.0,False
1086,3453,107154.482162,0,3453.0,1616.21,0.090275,1502.48,443.042,0.0,False
1087,3454,40164.0040548,0,3454.0,0.0,0.0,0.0,0.0,0.0,False
1088,3455,135286.687856,0,3455.0,1005.1,777.009,1461.04,542.104,432.6200400692711,False
1089,3456,157073.559517,0,3456.0,606.732,479.281,1013.01,289.437,237.60750740246826,False
1090,3457,119762.688745,0,3457.0,671.271,4.21198,1083.97,164.805,3.7589168838417546,False
1091,3458,123050.601653,0,3458.0,739.842,770.843,1145.19,244.606,340.9757220210758,False
1092,3459,183572.673667,0,3459.0,1014.71,78.3114,1068.61,367.606,65.04900575219123,False
1093,3460,217262.340002,0,3460.0,2630.49,0.0,2761.78,0.0,0.0,False
1094,3461,199144.315174,0,3461.0,1921.8,0.0,2017.7,0.0,0.0,False
1095,3462,169166.759801,0,3462.0,1184.02,4.46204,1363.72,4.49847,3.7589168838417546,False
1096,3463,210645.072639,0,3463.0,559.672,4.55957,697.111,5.07669,3.698876421947971,False
1097,3464,237345.727152,0,3464.0,1062.49,108.897,1342.51,345.295,97.30456919721362,False
1098,3465,117528.589571,0,3465.0,408.615,4.92987,470.804,4.96655,4.523733739518293,False
1099,3466,212793.165336,0,3466.0,2025.58,2.6079,2387.66,396.164,1.3793807729879142,False
1100,3467,159274.256798,0,3467.0,1234.72,0.0,1637.13,282.29,0.0,False
1101,3468,309863.618156,0,3468.0,1127.7,1580.77,1954.83,628.448,786.8709028353005,False
1102,3469,117519.867533,0,3469.0,397.958,0.0,616.496,1.86517,0.0,False
1103,3470,219865.472587,0,3470.0,811.801,24.508,1529.61,37.3044,15.328065177615283,False
1104,3471,92846.4922355,0,3471.0,389.601,913.915,465.655,160.275,393.7822816002401,False
1105,3501,1459560.65272,0,3501.0,411.901,8916.63,479.709,8130.63,6075.847798075271,True
1106,3502,994880.10855,0,3502.0,477.075,209.007,967.344,199.781,142.48160628485599,False
1107,3503,1439191.85745,0,3503.0,423.258,133.421,399.725,129.901,99.06743225103615,False
1108,3504,1284342.35149,0,3504.0,615.888,960.887,757.354,680.941,882.5663585783894,False
1109,3505,2339674.57849,0,3505.0,799.641,1012.38,1022.96,616.985,1061.699230055914,False
1110,3506,1148341.33966,0,3506.0,456.709,244.586,536.423,461.762,181.88906727387888,False
1111,3507,1082398.67576,0,3507.0,567.052,125.003,697.467,177.783,102.24503834848039,False
1112,3508,499089.54748,0,3508.0,49.5281,2952.52,314.691,2912.9,1609.4932820536985,True
1113,3509,939524.152933,0,3509.0,706.886,2229.7,959.218,1095.95,1271.4407871665437,True
1114,3510,784762.94278,0,3510.0,508.303,2053.32,678.575,1904.25,1645.5454239435537,True
1115,3511,1328950.82859,0,3511.0,761.477,639.537,1334.57,547.93,693.6468996225393,False
1116,3512,869847.331028,0,3512.0,1091.17,347.307,1320.54,547.385,304.2766339464607,False
1117,3513,161909.887429,0,3513.0,368.498,0.0,506.669,1.90436,0.0,False
1118,3514,2300758.67969,0,3514.0,3411.67,4316.93,3853.72,4281.74,2978.784779852135,True
1119,3515,1367373.59083,0,3515.0,2329.14,3275.33,3580.92,1223.86,2116.4791373672633,True
1120,3516,1040713.64748,0,3516.0,1992.84,38.3232,2079.97,591.828,32.09719402466042,False
1121,3517,508493.910657,0,3517.0,0.0,301.582,50.8093,293.866,184.37328595736136,False
1122,3518,1587689.3075,0,3518.0,128.768,5.94214,148.299,6.01257,4.844409363663951,False
1123,3519,936527.350419,0,3519.0,2111.3,378.887,2550.19,488.849,412.9453164189232,False
1124,3520,3526923.45089,0,3520.0,0.0,792.023,2368.13,49505.5,441.44486070482714,False
1125,3521,5755157.59745,0,3521.0,315.661,0.0,362.629,0.0,0.0,False
1126,3522,6278612.21962,0,3522.0,435.379,13.4197,585.241,17.4571,9.101042140996466,False
1127,3523,944413.952308,0,3523.0,619.67,21.8727,713.776,22.1075,15.030943984482613,False
1128,3524,1232986.82537,0,3524.0,259.983,353.476,446.381,388.727,241.2262620195413,False
1129,3525,2702944.42314,0,3525.0,609.803,344.456,871.36,422.818,265.29815571399723,False
1130,3542,339976.321668,0,3542.0,0.0,2398.99,0.0,2418.06,1319.1993383619947,True
1131,3543,1213191.2513,0,3543.0,3074.18,168.97,3594.99,320.25,138.44404044485447,False
1132,3544,1140024.00459,0,3544.0,7054.54,1142.6,10872.0,2009.55,853.9222216979506,False
1133,3545,1095508.12706,0,3545.0,6510.94,819.941,6974.13,2659.48,660.9087593528584,False
1134,3546,327083.356425,0,3546.0,67.0886,1370.21,78.9681,1311.19,786.4080290856859,False
1135,3547,1499774.04823,0,3547.0,458.101,667.086,1220.43,3555.91,454.51722639340164,False
1136,3548,7265034.04386,0,3548.0,718.184,216.689,2122.91,7692.52,174.87325409077079,False
1137,3549,1445370.43948,0,3549.0,0.0,30.38,70.9665,6067.24,16.971314012822024,False
1138,3550,1558813.75515,0,3550.0,4876.61,455.132,5312.54,1459.76,526.2305505925134,False
1139,3551,1653728.82596,0,3551.0,2040.87,15.5655,2836.6,1031.35,13.15708021797089,False
1140,3552,1502011.06913,0,3552.0,1920.34,237.103,2299.22,344.291,192.9176955032203,False
1141,3553,300439.260053,0,3553.0,0.0,96.3678,15.6283,113.368,58.9707532505349,False
1142,3554,2913044.27066,0,3554.0,205.28,255.042,423.713,267.198,142.62128320586345,False
1143,3555,3288594.27796,0,3555.0,884.289,1468.17,1281.31,1425.23,1415.272794867624,False
1144,3556,2027332.77211,0,3556.0,258.244,20.5668,6222.11,9393.04,27.303541159031823,False
1145,3557,1562101.62375,0,3557.0,50.7559,0.0,365.606,335.338,0.0,False
1146,3558,1213392.18062,0,3558.0,93.9742,4.2087,5553.44,4841.5,2.4648732528101105,False
1147,3559,7121294.71573,0,3559.0,0.0,19.2686,0.0,19.4299,11.011391938388982,False
1148,3560,510406.817891,0,3560.0,309.804,934.041,442.949,231.541,566.6294371039447,False
1149,3561,229198.354828,0,3561.0,447.588,210.85,544.36,207.971,170.76256543696144,False
1150,3562,391087.712875,0,3562.0,0.0,3101.97,0.0,3123.74,1737.0473678778524,True
1151,3563,525127.965913,0,3563.0,0.0,61.64,0.0,754.807,41.71201674448106,False
1152,3564,577448.492508,0,3564.0,0.0,3.51372,0.0,3.55812,1.3793807729879142,False
1153,3565,286987.678791,0,3565.0,0.0,0.420242,0.0,0.425678,0.0,False
1154,3566,712191.349838,0,3566.0,0.0,0.070951,0.0,0.071931,0.0,False
1155,3567,364720.093865,0,3567.0,0.0,0.0,283.404,88.9167,0.0,False
1156,3568,434243.471052,0,3568.0,2.35545,0.0,764.578,948.505,44.34582203215422,False
1157,3569,86767950.961,0,3569.0,0.0,5.83348,0.0,5.82529,4.259865677299467,False
1158,3570,152449071.376,0,3570.0,0.0,54.0125,0.0,50.9627,34.44994280453432,False
1159,3601,1711593.03528,0,3601.0,10244.3,1357.03,10426.1,3560.93,1134.410701428511,True
1160,3602,701087.766267,0,3602.0,2761.28,450.011,2629.43,869.608,373.42124287426645,False
1161,3603,224810.145405,0,3603.0,2283.98,751.312,2995.49,327.993,400.4823547645994,False
1162,3604,239628.546794,0,3604.0,1926.82,23.7405,2935.12,30.8913,18.76630643731138,False
1163,3605,666919.668571,0,3605.0,433.301,1297.4,524.051,1277.02,774.3966927927135,False
1164,3606,371964.654941,0,3606.0,2002.88,208.354,2467.58,271.977,175.03464271532076,False
1165,3607,269191.910618,0,3607.0,886.864,568.756,1628.55,205.06,217.08931249359378,False
1166,3608,392515.369722,0,3608.0,2022.39,0.0,2148.23,586.85,0.0,False
1167,3609,233510.381877,0,3609.0,3018.21,441.552,3126.96,655.195,345.1485561527414,False
1168,3610,306585.261091,0,3610.0,5.73215,0.0,7.07654,0.0,0.0,False
1169,3611,241524.827723,0,3611.0,2029.44,322.676,2081.79,605.526,272.4319076911139,False
1170,3612,379096.839323,0,3612.0,2987.81,393.081,2854.47,811.385,317.0002949412311,False
1171,3613,395188.633561,0,3613.0,3865.14,90.6928,4288.78,377.594,66.47262214738633,False
1172,3614,455616.729553,0,3614.0,1081.15,620.687,2054.44,568.067,379.7393835953182,False
1173,3615,587592.96582,0,3615.0,1628.62,367.982,2110.19,950.972,277.859450925656,False
1174,3616,772818.499035,0,3616.0,4609.32,1219.53,6721.79,1558.39,1019.9832004368478,True
1175,3617,589692.258633,0,3617.0,3343.95,1565.7,4986.6,637.125,663.7005627079848,False
1176,3618,423763.267296,0,3618.0,2961.79,520.061,4415.25,540.428,385.15768873162637,False
1177,3619,373146.990382,0,3619.0,3891.43,291.378,5047.48,798.58,242.11254690593248,False
1178,3620,284521.746187,0,3620.0,0.0,0.0,0.0,1688.34,0.0,False
1179,3621,515025.653358,0,3621.0,3893.31,656.326,6454.56,833.073,470.42363285836507,False
1180,3622,864912.639138,0,3622.0,4275.36,973.976,7475.89,1375.84,560.5113126674153,False
1181,3623,1408501.97965,0,3623.0,977.849,1298.96,1231.15,2437.98,920.0169131746608,False
1182,3624,199169.060839,0,3624.0,1713.3,60.347,2214.62,61.9187,54.181560983378986,False
1183,3625,588664.120535,0,3625.0,1931.86,331.979,2284.56,720.108,262.81720540458156,False
1184,3626,120227.448464,0,3626.0,164.521,1264.48,278.164,287.316,479.02626797491445,False
1185,3627,253300.723663,0,3627.0,1571.68,190.406,2021.02,192.677,147.39324471708514,False
1186,3628,293002.651791,0,3628.0,1860.13,248.024,2879.11,506.185,181.12573112610093,False
1187,3629,533288.117379,0,3629.0,2041.59,2451.09,3509.55,685.9,1035.193032801419,True
1188,3630,448561.379614,0,3630.0,2791.47,792.263,4478.36,1428.49,653.8692719281731,False
1189,3631,669824.113606,0,3631.0,2469.19,500.343,3252.86,1126.77,407.3630039197409,False
1190,3632,365355.74257,0,3632.0,3041.57,343.957,3735.28,658.214,277.60829630528775,False
1191,3633,116933.676513,0,3633.0,1161.31,0.0,1433.67,0.0,0.0,False
1192,3634,188951.580554,0,3634.0,2378.04,0.0,2935.77,0.0,0.0,False
1193,3635,137294.548543,0,3635.0,1034.24,0.0,1276.8,0.0,0.0,False
1194,3636,150882.007386,0,3636.0,3484.04,0.0,2877.66,828.765,0.0,False
1195,3637,159738.618036,0,3637.0,1795.76,81.8725,1481.96,518.517,61.31046649228226,False
1196,3648,133720.7052,0,3648.0,1079.4,284.335,1547.06,552.704,237.14226088221056,False
1197,3649,220190.489753,0,3649.0,2064.25,0.0,2978.46,275.344,0.0,False
1198,3650,468852.303894,0,3650.0,3688.73,0.0,4896.04,1402.71,0.0,False
1199,3651,171683.402285,0,3651.0,2171.47,0.0,2778.93,0.468699,0.0,False
1200,3652,171228.912974,0,3652.0,1852.14,2.11166,2336.54,2.13488,1.1155127107690879,False
1201,3653,117559.391498,0,3653.0,1441.13,87.8677,1825.41,88.1604,78.34254339405928,False
1202,3654,233746.042153,0,3654.0,1277.4,1673.38,2076.49,327.7,643.8292710518285,False
1203,3655,259273.326539,0,3655.0,0.0,576.27,0.0,619.374,327.31227483981525,False
1204,3656,263869.239185,0,3656.0,2917.02,0.0,3184.79,231.211,0.0,False
1205,3657,204666.871634,0,3657.0,694.744,443.257,926.988,233.096,284.0265773895698,False
1206,3658,180680.341409,0,3658.0,819.007,21.2442,998.933,21.4049,17.089804471190792,False
1207,3659,142583.322479,0,3659.0,113.273,1197.82,250.726,226.666,440.2600229455817,False
1208,3660,253787.318726,0,3660.0,638.102,13.8705,1182.48,77.616,12.011547276254909,False
1209,3661,208673.07661,0,3661.0,1048.28,708.496,1623.35,237.288,283.9629681343082,False
1210,3662,359760.805417,0,3662.0,2662.37,947.759,4103.26,1402.08,759.5175520326288,False
1211,3663,202932.174271,0,3663.0,2041.77,0.0,2302.81,412.681,0.0,False
1212,3664,129274.872615,0,3664.0,910.744,750.329,1344.21,242.407,319.2755587532605,False
1213,3665,137899.143969,0,3665.0,2168.61,0.0,1947.87,319.935,0.0,False
1214,3666,283632.314741,0,3666.0,2643.13,207.364,2795.16,1028.15,174.6179089990764,False
1215,3667,113481.295447,0,3667.0,1836.79,0.0,2267.6,0.0,0.0,False
1216,3668,135341.002547,0,3668.0,1360.68,7.64552,1501.32,7.6716,5.078257194935885,False
1217,3669,262995.582913,0,3669.0,3711.42,27.1239,3539.37,564.363,21.87417337296096,False
1218,3670,463948.405039,0,3670.0,1276.43,0.0,1631.59,0.0,0.0,False
1219,3671,158634.301049,0,3671.0,1003.6,706.327,1284.29,131.949,289.6847700537196,False
1220,3672,99504.2698237,0,3672.0,0.0,251.343,0.0,423.954,158.43825114204023,False
1221,3701,1473948.45288,0,3701.0,0.0,7019.16,0.0,7332.03,3770.1440580876615,False
1222,3702,1673970.55823,0,3702.0,0.0,5646.93,0.0,6109.29,3079.9208210325087,False
1223,3703,273403.760969,0,3703.0,309.946,997.028,360.908,980.886,687.5993251720774,False
1224,3704,429856.57623,0,3704.0,1331.64,66.5829,1329.21,360.968,55.53092152542001,False
1225,3705,172750.057988,0,3705.0,508.053,51.4056,668.348,51.5935,46.648129235533844,False
1226,3706,448517.053152,0,3706.0,473.869,82.8002,1156.14,244.977,69.59067962492118,False
1227,3707,391208.325439,0,3707.0,1413.05,66.5946,1200.91,479.964,54.79771536610915,False
1228,3708,644360.333959,0,3708.0,1410.87,425.427,1869.77,529.742,339.974501104072,False
1229,3709,475349.254849,0,3709.0,857.757,1462.88,1275.97,666.065,651.0508936366099,False
1230,3710,5768678.35203,0,3710.0,21.2252,5543.05,24.7292,7009.9,2967.8214988933223,False
1231,3711,694097.303427,0,3711.0,1383.71,0.0,3561.19,2114.27,0.0,False
1232,3712,956083.737419,0,3712.0,143.106,0.0,1926.74,4257.5,0.0,False
1233,3713,1009925.01981,0,3713.0,1222.18,1437.89,2584.75,856.743,724.8518299265941,False
1234,3714,651919.603974,0,3714.0,954.513,381.103,1245.15,272.654,246.25220292285383,False
1235,3715,187249.663803,0,3715.0,534.624,730.439,754.245,134.369,327.1241106870708,False
1236,3716,707320.005578,0,3716.0,2418.42,0.13357,2407.23,598.971,0.0,False
1237,3717,1871021.69126,0,3717.0,2905.9,312.799,3772.35,692.027,360.7332184688327,False
1238,3718,502162.64891,0,3718.0,625.676,135.786,850.356,90.2904,79.5034729914301,False
1239,3719,133841552.654,0,3719.0,74.8196,0.042575,88.8073,0.043107,0.0,False
1240,3720,299171.988425,0,3720.0,922.545,167.233,1119.85,412.417,138.70776638221815,False
1241,3721,609161.494248,0,3721.0,1104.93,1099.57,1295.13,1752.11,628.9033544860052,False
1242,3722,235030.51857,0,3722.0,1093.99,205.874,1353.24,434.707,183.87207494424112,False
1243,3723,424829.816129,0,3723.0,0.0,14.5165,1394.71,655.776,18.447687983756303,False
1244,3724,280077.905753,0,3724.0,476.826,532.304,620.324,232.691,260.78384365519184,False
1245,3725,433575.997199,0,3725.0,981.884,1.4874,1691.26,12.0515,0.8216244176033701,False
1246,3726,376392.300203,0,3726.0,712.162,671.88,965.979,285.11,312.93648936664,False
1247,3727,153869.62458,0,3727.0,246.763,14.0019,329.1,14.1381,11.687638752142298,False
1248,3728,212397.267819,0,3728.0,536.962,0.176831,661.332,0.178817,0.0,False
1249,3729,499080.872488,0,3729.0,2006.35,44.3947,2043.68,470.139,36.706165091633636,False
1250,3730,658321.861832,0,3730.0,0.0,0.0,589.627,2490.76,6.636168888186355,False
1251,3731,360320.785057,0,3731.0,0.0,0.0,367.603,511.513,26.42628490887799,False
1252,3732,857209.402227,0,3732.0,0.0,48.7164,0.0,48.7219,31.66439392757855,False
1253,3733,770402.031524,0,3733.0,0.0,0.0,0.0,0.0,0.0,False
1254,3734,1020999.1041,0,3734.0,0.0,0.0,0.0,1216.16,0.0,False
1255,3735,1213738.66215,0,3735.0,0.0,0.0,4207.6,812.765,0.0,False
1256,3736,930889.55797,0,3736.0,0.0,0.37621,0.0,0.380966,0.0,False
1257,3737,1102355.72609,0,3737.0,0.0,0.985425,0.0,0.998168,0.2638680622188261,False
1258,3738,1165457.1948,0,3738.0,0.0,0.0,0.0,0.0,0.0,False
1259,3739,1163486.09438,0,3739.0,0.0,0.0,0.0,0.0,0.0,False
1260,3740,1064645.52308,0,3740.0,0.0,0.0,0.0,0.0,0.0,False
1261,3741,1180075.97797,0,3741.0,0.0,1.19502,0.0,1.21046,0.5577563553845439,False
1262,3742,1089829.60912,0,3742.0,0.0,1.47099,0.0,1.47824,0.5577563553845439,False
1263,3743,1017658.59664,0,3743.0,0.0,0.145253,0.0,0.147214,0.0,False
1264,3744,18828748.1121,0,3744.0,415.932,1.40009,494.781,1.40412,0.8216244176033701,False
1265,3745,5462558.81606,0,3745.0,0.0,0.0,0.0,0.0,0.0,False
1266,3746,1318418.52398,0,3746.0,0.0,0.308413,0.0,0.312408,0.0,False
1267,3747,907301.340117,0,3747.0,0.0,0.0,0.0,0.0,0.0,False
1268,3748,936210.208002,0,3748.0,0.0,0.0,0.0,0.0,0.0,False
1269,3749,1360770.70538,0,3749.0,0.0,0.0,0.0,0.12425,0.0,False
1270,3750,862741.396921,0,3750.0,0.0,0.0,0.0,0.0,0.0,False
1271,3751,777572.070051,0,3751.0,0.0,0.0,0.0,0.0,0.0,False
1272,3752,1576521.31649,0,3752.0,0.0,0.0,0.0,0.0,0.0,False
1273,3753,1141151.16226,0,3753.0,0.0,0.0,0.0,0.0,0.0,False
1274,3754,1068668.77763,0,3754.0,0.0,0.0,0.0,0.0,0.0,False
1275,3755,685147.388041,0,3755.0,0.0,0.0,0.0,0.0,0.0,False
1276,3756,584130.813682,0,3756.0,0.0,0.0,0.0,0.0,0.0,False
1277,3757,1163412.98969,0,3757.0,0.0,0.0,0.0,0.0,0.0,False
1278,3758,1260266.34752,0,3758.0,0.0,0.0,0.0,12.616,8.282650623360047,False
1279,3759,1119822.50162,0,3759.0,0.0,0.0,0.0,0.0,0.0,False
1280,3760,1509795.58395,0,3760.0,0.0,0.0,0.0,0.0,0.0,False
1281,3761,1240306.00507,0,3761.0,865.799,0.0,1036.81,0.0,0.0,False
1282,3762,4645018.14766,0,3762.0,629.808,0.0,754.209,0.0,0.0,False
1283,3763,7889806.72038,0,3763.0,0.0,0.555778,0.0,0.562947,0.2638680622188261,False
1284,3764,17506100.8495,0,3764.0,0.0,0.165798,0.0,0.167945,0.0,False
1285,3765,50022988.964,0,3765.0,0.0,0.171518,1166.07,980.108,0.0,False
1286,3766,18725946.1868,0,3766.0,0.0,0.0,0.0,0.0,0.0,False
1287,3767,1355357.29239,0,3767.0,0.0,0.0,0.0,0.0,0.0,False
1288,3768,48876673.6681,0,3768.0,0.0,139.728,108.465,123.416,77.87109615724731,False
1289,3801,95215.1994668,0,3801.0,0.0,1382.47,0.0,1390.82,1052.9523305351797,False
1290,3802,304428.009942,0,3802.0,1175.22,455.9,1397.26,458.464,507.5164578666205,False
1291,3803,895318.170645,0,3803.0,1528.64,809.806,1457.03,1073.58,805.5067751697163,False
1292,3804,497501.754261,0,3804.0,234.936,168.816,282.547,166.076,200.58657997793853,False
1293,3805,998315.656503,0,3805.0,418.668,460.151,501.949,461.465,561.3962212040133,False
1294,3806,1288566.21158,0,3806.0,355.594,1504.32,412.532,1498.18,1178.3361765921277,False
1295,3807,1008399.40749,0,3807.0,8162.86,1067.68,7819.67,2332.47,919.7506519581787,False
1296,3808,972925.660733,0,3808.0,687.991,835.656,801.27,814.803,643.5197746326048,False
1297,3809,631124.783754,0,3809.0,596.549,1446.27,692.081,1439.83,1299.7319304966752,False
1298,3810,650104.210853,0,3810.0,329.188,800.859,381.901,800.398,606.2434474785307,False
1299,3811,795667.612661,0,3811.0,0.0,914.514,0.0,927.194,624.6242368475375,False
1300,3842,196792.945098,0,3842.0,246.963,176.594,296.041,177.345,156.9901527247501,False
1301,3843,115289.86048,0,3843.0,495.772,9.10182,581.803,8.81405,23.368675398757055,False
1302,3844,80551.2118279,0,3844.0,111.607,21.0295,132.327,21.1774,12.137930862066,False
1303,3845,139246.494683,0,3845.0,0.0,70.9321,0.0,69.3778,76.85450783211672,False
1304,3846,166511.128802,0,3846.0,356.097,124.525,424.115,123.797,139.6130296985862,False
1305,3847,296682.279963,0,3847.0,178.779,220.919,207.41,213.038,218.90951994757447,False
1306,3848,175379.49147,0,3848.0,0.0,0.0,0.0,0.0,0.0,False
1307,3849,294991.363702,0,3849.0,222.462,118.583,255.619,108.983,59.89805012367353,False
1308,3850,96433.63891,0,3850.0,348.626,0.0,408.585,0.0,0.0,False
1309,3851,144350.161919,0,3851.0,266.717,324.01,310.85,314.186,274.3490033731978,False
1310,3852,188661.398156,0,3852.0,0.0,226.226,0.0,227.653,165.9079459030143,False
1311,3853,433718.395033,0,3853.0,289.268,294.624,335.594,280.408,244.20564963251653,False
1312,3854,292479.2173,0,3854.0,0.0,528.056,0.0,527.767,482.12332911966405,False
1313,3855,1071516.89283,0,3855.0,411.754,345.641,477.838,328.818,289.3002479282305,False
1314,3856,536259.407579,0,3856.0,286.966,43.495,337.538,41.2555,76.96659581396064,False
1315,3857,614103.301751,0,3857.0,1205.85,0.0,1413.25,0.0,0.0,False
1316,3858,736112.224944,0,3858.0,2182.05,6.95922,2100.0,322.046,3.9580209332823912,False
1317,3859,362491.987285,0,3859.0,90.5288,61.8539,108.728,63.3366,51.50429034593185,False
1318,3860,846858.712068,0,3860.0,236.129,0.0,276.734,0.0,0.0,False
1319,3861,387445.923076,0,3861.0,0.0,0.0,0.0,0.0,0.0,False
1320,3862,807247.922354,0,3862.0,280.4,0.0,328.613,0.0,0.0,False
1321,3863,120459.671328,0,3863.0,0.0,113.22,0.0,116.659,127.11316200254136,False
1322,3864,11890058.5999,0,3864.0,410.934,486.354,477.609,474.781,293.53365191305465,False
1323,3883,23267061.2684,0,3883.0,0.0,0.0,0.0,0.0,0.0,False
1324,3884,4867428.90132,0,3884.0,0.0,0.0,0.0,0.0,0.0,False
1325,3885,14735379.585,0,3885.0,0.0,0.0,0.0,0.0,0.0,False
1326,3886,8582091.0939,0,3886.0,0.0,0.0,0.0,0.0,0.0,False
1327,3887,43242086.5443,0,3887.0,0.0,1.6129,0.0,0.0,2.382769010820792,False
1328,3888,20337617.3804,0,3888.0,0.0,0.0,0.0,0.0,0.0,False
1329,3889,15995040.6769,0,3889.0,0.0,0.0,0.0,0.0,0.0,False
1330,3890,14235097.8973,0,3890.0,0.0,0.0,0.0,0.0,0.0,False
1331,3891,23553627.5665,0,3891.0,0.0,0.0,0.0,0.0,0.0,False
